,count,mean,std,min,25%,50%,75%,max
"(0.0, 0.0, 0.1, 0.7, 0.0, 0.2)",1061.0,-0.007090643342385891,0.009418564259863644,-0.05126194350265422,-0.009625596421425025,-0.003535423063470619,-0.0001352467225950014,0.0
"(0.0, 0.0, 0.1, 0.7, 0.2, 0.0)",1061.0,-0.007012458765148267,0.009288669878032731,-0.07080976000537567,-0.009827015349224128,-0.0039629606450784175,-0.00040268825218137843,0.0
"(0.0, 0.0, 0.1, 0.8, 0.0, 0.1)",1061.0,-0.00579476620438621,0.008501940352653956,-0.07186808147826391,-0.007384178734907272,-0.0027623342053520487,-0.0002104363480364086,0.0
"(0.0, 0.0, 0.1, 0.8, 0.1, 0.0)",1060.0,-0.00630235237975749,0.008319968991825103,-0.0714381580492448,-0.009475218488341042,-0.0032337837756559176,-0.00028898827369903246,0.0
"(0.0, 0.0, 0.1, 0.9, 0.0, 0.0)",1061.0,-0.006563965690391203,0.009330305126684956,-0.06793972657783846,-0.008575298372703372,-0.00290032291841019,-0.0002969837193248902,0.0
"(0.0, 0.0, 0.2, 0.0, 0.0, 0.8)",1060.0,-0.01550969816377292,0.017932062574017645,-0.13941623405195933,-0.022758070660874395,-0.010381618650919612,-0.00113158994401664,0.0
"(0.0, 0.0, 0.2, 0.0, 0.1, 0.7)",1059.0,-0.014143268770416424,0.015400821995245272,-0.10632512187912005,-0.022415480540457604,-0.00980646541801009,-0.0009487982280811433,0.0
"(0.0, 0.0, 0.2, 0.0, 0.2, 0.6)",1061.0,-0.013318649096758922,0.01584248073574585,-0.13232514028499462,-0.02046965005083367,-0.008862226017122514,-0.0006439473592540623,0.0
"(0.0, 0.0, 0.2, 0.0, 0.3, 0.5)",1060.0,-0.013902128154154965,0.01664645524738783,-0.1285590174843062,-0.02182019909582635,-0.008986347670968602,-0.0004527661060053026,0.0
"(0.0, 0.0, 0.2, 0.0, 0.4, 0.4)",1060.0,-0.012446949109597774,0.01311807992809053,-0.07449244069766253,-0.01974582604829974,-0.00877973961238139,-0.0010072043055256701,0.0
"(0.0, 0.0, 0.2, 0.0, 0.5, 0.3)",1060.0,-0.012907069673009728,0.015670856170209285,-0.12477514032950585,-0.018031974669360185,-0.008214572280857566,-0.0004592948014568629,0.0
"(0.0, 0.0, 0.2, 0.0, 0.6, 0.2)",1060.0,-0.013158187429839084,0.014632235672077117,-0.09217624301688973,-0.019498478984921068,-0.008824690526693827,-0.0009972215378178907,0.0
"(0.0, 0.0, 0.2, 0.0, 0.8, 0.0)",1059.0,-0.01233018714456853,0.01412853381728625,-0.07526709745660844,-0.018768244006135013,-0.007950721296506237,-0.0006676098851880396,0.0
